Dose_Gy,Pseudo Other_P,Pseudo Oral Cav_,Pseudo Midline_P,PTV2 edit_P,PTV2_P,PTV1 edit_P,PTV1_P,Lt Par edit_P,Body_P,Annulus High_P,Annulus Low_P,BS + 5mm_P,Optic Chiasm_P,R Optic Nerve_P,L Optic Nerve_P,R Lens_P,L Lens_P,L Orbit_P,R Orbit_P,R Parotid_P,L Parotid_P,Brain Stem_P,Spinal Cord_P,CTV54_P,GTV+ 10MM_P,GTV_P,CTV65_P,Pseudo Post_P,Rt Par edit_P,SC + 3mm_P,SC + 5mm_P,Pseudo PTV1_P,Pseudo PTV2_P,Artifact Dental_,ArtifactContrast,Dose 6175[cGy]_P,Dose 5130[cGy]_P,PseudoPostBrain_,Dummy_P
15.99,100.0,100.0,100.0,100.0,99.8993,100.0,99.631,99.9113,35.0989,84.8698,90.3377,61.5036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.6284,99.9472,62.6395,92.0778,100.0,100.0,100.0,100.0,99.6333,99.4907,90.9086,89.8559,100.0,100.0,99.6025,78.4256,100.0,100.0,83.6398,100.0
16.055,100.0,100.0,100.0,100.0,99.8984,100.0,99.6294,99.8948,35.0486,84.8568,90.2741,61.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5692,99.9375,62.5427,92.029,100.0,100.0,100.0,100.0,99.6175,99.4095,90.8628,89.8117,100.0,100.0,99.5954,78.3708,100.0,100.0,83.4369,100.0
16.12,100.0,100.0,100.0,100.0,99.8975,100.0,99.6278,99.8744,34.9981,84.8439,90.2103,61.3541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5071,99.9253,62.4463,91.9801,100.0,100.0,100.0,100.0,99.6012,99.3244,90.8168,89.7674,100.0,100.0,99.5885,78.3164,100.0,100.0,83.2318,100.0
16.185,100.0,100.0,100.0,100.0,99.8966,100.0,99.6262,99.8501,34.949,84.8308,90.1462,61.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.444,99.9109,62.3502,91.9311,100.0,100.0,100.0,100.0,99.5845,99.238,90.7709,89.723,100.0,100.0,99.5813,78.2623,100.0,100.0,83.0239,100.0
16.25,100.0,100.0,100.0,100.0,99.8957,100.0,99.6245,99.8234,34.9001,84.8176,90.0821,61.2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3845,99.895,62.2543,91.882,100.0,100.0,100.0,100.0,99.5672,99.1564,90.7249,89.6785,100.0,100.0,99.5739,78.2086,100.0,100.0,82.8143,100.0
16.315,100.0,100.0,100.0,100.0,99.8948,100.0,99.6229,99.7963,34.8507,84.8043,90.0174,61.1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3166,99.8789,62.1584,91.8329,100.0,100.0,100.0,100.0,99.5493,99.0634,90.6785,89.6338,100.0,100.0,99.5637,78.1547,100.0,100.0,82.6074,100.0
16.38,100.0,100.0,100.0,100.0,99.8938,100.0,99.6213,99.7691,34.8019,84.7911,89.9527,61.0597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.2426,99.8627,62.0629,91.7837,100.0,100.0,100.0,100.0,99.5308,98.962,90.6318,89.589,100.0,100.0,99.556,78.101,100.0,100.0,82.4002,100.0
16.445,100.0,100.0,100.0,100.0,99.8929,100.0,99.6196,99.7464,34.7541,84.7776,89.8878,60.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1667,99.8492,61.9677,91.7344,100.0,100.0,100.0,100.0,99.5117,98.8579,90.585,89.5439,100.0,100.0,99.5481,78.0476,100.0,100.0,82.1903,100.0
16.51,100.0,100.0,100.0,100.0,99.892,100.0,99.618,99.7218,34.7065,84.7639,89.8231,60.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0896,99.8345,61.873,91.6852,100.0,100.0,100.0,100.0,99.4921,98.7522,90.538,89.4985,100.0,100.0,99.5403,77.9946,100.0,100.0,81.9831,100.0
16.575,100.0,100.0,100.0,100.0,99.891,100.0,99.6164,99.6897,34.6587,84.7501,89.7578,60.8432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0054,99.8155,61.7785,91.636,100.0,100.0,100.0,100.0,99.4721,98.6369,90.4913,89.4529,100.0,100.0,99.5324,77.9418,100.0,100.0,81.7728,100.0
16.64,100.0,100.0,100.0,100.0,99.8901,100.0,99.6147,99.6571,34.611,84.7368,89.6927,60.7716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9123,99.7961,61.6841,91.5865,100.0,100.0,100.0,100.0,99.4513,98.5093,90.4447,89.4072,100.0,100.0,99.5244,77.8892,100.0,100.0,81.5632,100.0
16.705,100.0,100.0,100.0,100.0,99.8891,100.0,99.6131,99.6218,34.5632,84.7234,89.6271,60.7003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8239,99.7751,61.5901,91.5371,100.0,100.0,100.0,100.0,99.4303,98.3881,90.3979,89.3613,100.0,100.0,99.5164,77.8375,100.0,100.0,81.3529,100.0
16.77,100.0,100.0,100.0,100.0,99.8881,100.0,99.6116,99.5879,34.5156,84.71,89.5614,60.6296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.7345,99.7549,61.4964,91.4877,100.0,100.0,100.0,100.0,99.4089,98.2656,90.351,89.3153,100.0,100.0,99.5085,77.7863,100.0,100.0,81.1409,100.0
16.835,100.0,100.0,100.0,100.0,99.8872,100.0,99.6099,99.553,34.4681,84.6968,89.4955,60.5591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.6389,99.7342,61.4029,91.4378,100.0,100.0,100.0,100.0,99.387,98.1346,90.3039,89.2692,100.0,100.0,99.5005,77.7353,100.0,100.0,80.9281,100.0
16.9,100.0,100.0,100.0,100.0,99.8862,100.0,99.6083,99.5269,34.4211,84.6835,89.4294,60.4889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5376,99.7187,61.3099,91.3875,100.0,100.0,100.0,100.0,99.365,97.9958,90.2567,89.223,100.0,100.0,99.4922,77.6848,100.0,100.0,80.7173,100.0
16.965,100.0,100.0,100.0,100.0,99.8852,100.0,99.6067,99.4786,34.3742,84.67,89.3625,60.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.4301,99.69,61.2172,91.3364,100.0,100.0,100.0,100.0,99.3425,97.8484,90.2095,89.177,100.0,100.0,99.4838,77.6348,100.0,100.0,80.5095,100.0
17.03,100.0,100.0,100.0,100.0,99.8842,100.0,99.6051,99.4345,34.3279,84.6564,89.2958,60.3492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.3207,99.6637,61.1246,91.2849,100.0,100.0,100.0,100.0,99.3198,97.6985,90.1623,89.1311,100.0,100.0,99.4754,77.5854,100.0,100.0,80.2896,100.0
17.095,100.0,100.0,100.0,100.0,99.8832,100.0,99.6035,99.389,34.2819,84.6427,89.2293,60.2798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2125,99.6367,61.0323,91.2333,100.0,100.0,100.0,100.0,99.2968,97.5502,90.1149,89.0852,100.0,100.0,99.4668,77.5364,100.0,100.0,80.0741,100.0
17.16,100.0,100.0,100.0,100.0,99.8822,100.0,99.6018,99.3495,34.2359,84.6292,89.1629,60.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.1,99.6132,60.9403,91.1814,100.0,100.0,100.0,100.0,99.2734,97.396,90.0674,89.0393,100.0,100.0,99.4583,77.4875,100.0,100.0,79.8583,100.0
17.225,100.0,100.0,100.0,100.0,99.8812,100.0,99.6002,99.3146,34.1903,84.6156,89.0961,60.1421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.976,99.5925,60.8487,91.1292,100.0,100.0,100.0,100.0,99.2498,97.226,90.0197,88.9933,100.0,100.0,99.4499,77.439,100.0,100.0,79.6366,100.0
17.29,100.0,100.0,100.0,100.0,99.8802,100.0,99.5985,99.2709,34.1441,84.6024,89.029,60.0736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.8503,99.5664,60.7576,91.0772,100.0,100.0,100.0,100.0,99.2258,97.0537,89.9717,88.9471,100.0,100.0,99.4415,77.3913,100.0,100.0,79.414,100.0
17.355,100.0,100.0,100.0,100.0,99.8791,100.0,99.5969,99.2233,34.0984,84.589,88.9614,60.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7238,99.5381,60.6667,91.0254,100.0,100.0,100.0,100.0,99.2015,96.8804,89.9234,88.9006,100.0,100.0,99.4329,77.344,100.0,100.0,79.1904,100.0
17.42,100.0,100.0,100.0,100.0,99.8781,100.0,99.5952,99.1796,34.0522,84.5758,88.8938,59.9374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5997,99.5122,60.5764,90.9735,100.0,100.0,100.0,100.0,99.1771,96.7103,89.875,88.8539,100.0,100.0,99.4246,77.2967,100.0,100.0,78.9632,100.0
17.485,100.0,100.0,100.0,100.0,99.877,100.0,99.5934,99.1401,34.0068,84.5625,88.8259,59.8699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.4678,99.4887,60.4864,90.9214,100.0,100.0,100.0,100.0,99.1522,96.5296,89.8262,88.8068,100.0,100.0,99.416,77.2493,100.0,100.0,78.7373,100.0
17.55,100.0,100.0,100.0,100.0,99.8759,100.0,99.5915,99.0947,33.9614,84.5489,88.7576,59.8026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.3264,99.4617,60.3966,90.8691,100.0,100.0,100.0,100.0,99.1271,96.3357,89.7771,88.7597,100.0,100.0,99.4071,77.2024,100.0,100.0,78.504,100.0
17.615,100.0,100.0,100.0,100.0,99.8748,100.0,99.5898,99.0432,33.9154,84.5348,88.6889,59.7356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.1826,99.431,60.3071,90.8162,100.0,100.0,100.0,100.0,99.1019,96.1387,89.7279,88.7125,100.0,100.0,99.3982,77.1559,100.0,100.0,78.2656,100.0
17.68,100.0,100.0,100.0,100.0,99.8737,100.0,99.5882,98.9914,33.8699,84.521,88.6202,59.6689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0391,99.4002,60.2181,90.7628,100.0,100.0,100.0,100.0,99.0762,95.942,89.6786,88.6651,100.0,100.0,99.3895,77.11,100.0,100.0,78.0335,100.0
17.745,100.0,100.0,100.0,100.0,99.8726,100.0,99.5866,98.9425,33.8244,84.5073,88.5519,59.6026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8962,99.3711,60.1297,90.7094,100.0,100.0,100.0,100.0,99.0505,95.7462,89.6292,88.6176,100.0,100.0,99.3805,77.0647,100.0,100.0,77.7926,100.0
17.81,100.0,100.0,100.0,100.0,99.8715,100.0,99.585,98.8983,33.7797,84.4935,88.4836,59.5368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7502,99.3449,60.042,90.6559,100.0,100.0,100.0,100.0,99.0246,95.546,89.5798,88.5699,100.0,100.0,99.3708,77.0197,100.0,100.0,77.5415,100.0
17.875,100.0,100.0,100.0,100.0,99.8704,100.0,99.5834,98.8523,33.7354,84.4796,88.415,59.4712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.5971,99.3175,59.9547,90.6019,100.0,100.0,100.0,100.0,98.9986,95.3362,89.5299,88.522,100.0,100.0,99.3603,76.9748,100.0,100.0,77.2946,100.0
17.94,100.0,100.0,100.0,100.0,99.8692,100.0,99.5818,98.804,33.6905,84.4658,88.3461,59.4059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4412,99.2888,59.8677,90.5472,100.0,100.0,100.0,100.0,98.9726,95.1225,89.4801,88.474,100.0,100.0,99.3511,76.9303,100.0,100.0,77.0467,100.0
18.005,100.0,100.0,100.0,100.0,99.8681,100.0,99.5802,98.7532,33.6465,84.452,88.277,59.3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.281,99.2586,59.7809,90.4929,100.0,100.0,100.0,100.0,98.9462,94.9029,89.4302,88.426,100.0,100.0,99.342,76.8861,100.0,100.0,76.7938,100.0
18.07,100.0,100.0,100.0,100.0,99.8669,100.0,99.5786,98.6938,33.6024,84.438,88.208,59.2758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.1141,99.2233,59.695,90.439,100.0,100.0,100.0,100.0,98.9196,94.6743,89.38,88.3776,100.0,100.0,99.3328,76.8422,100.0,100.0,76.5325,100.0
18.135,100.0,100.0,100.0,100.0,99.8658,100.0,99.577,98.6381,33.5587,84.4243,88.1388,59.2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9472,99.1902,59.6096,90.3854,100.0,100.0,100.0,100.0,98.8929,94.4455,89.3297,88.3291,100.0,100.0,99.3238,76.7987,100.0,100.0,76.2712,100.0
18.2,100.0,100.0,100.0,100.0,99.8646,100.0,99.5754,98.583,33.5158,84.4104,88.0692,59.1473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.7777,99.1574,59.5244,90.332,100.0,100.0,100.0,100.0,98.8659,94.2132,89.2793,88.2806,100.0,100.0,99.3148,76.7553,100.0,100.0,76.0114,100.0
18.265,100.0,100.0,100.0,100.0,99.8634,100.0,99.5738,98.526,33.4723,84.3964,87.9992,59.0834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.6113,99.1235,59.4395,90.2784,100.0,100.0,100.0,100.0,98.8387,93.9851,89.2289,88.232,100.0,100.0,99.306,76.7126,100.0,100.0,75.7479,100.0
18.33,100.0,100.0,100.0,100.0,99.8623,100.0,99.5721,98.4703,33.428,84.3824,87.9291,59.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.438,99.0904,59.3547,90.2251,100.0,100.0,100.0,100.0,98.8113,93.7477,89.1786,88.1836,100.0,100.0,99.2975,76.6702,100.0,100.0,75.4848,100.0
18.395,100.0,100.0,100.0,100.0,99.8611,100.0,99.5705,98.4123,33.3842,84.3679,87.8589,58.9563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.2589,99.0559,59.2707,90.172,100.0,100.0,100.0,100.0,98.7838,93.5022,89.1285,88.1354,100.0,100.0,99.2889,76.6279,100.0,100.0,75.2266,100.0
18.46,100.0,100.0,100.0,100.0,99.8598,100.0,99.5688,98.3576,33.341,84.3539,87.7887,58.8931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0819,99.0234,59.187,90.119,100.0,100.0,100.0,100.0,98.7562,93.2596,89.0785,88.0875,100.0,100.0,99.2801,76.5862,100.0,100.0,74.9671,100.0
18.525,100.0,100.0,100.0,100.0,99.8586,100.0,99.5672,98.304,33.2977,84.3397,87.7183,58.8301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.903,98.9915,59.1035,90.0663,100.0,100.0,100.0,100.0,98.7285,93.0144,89.0287,88.0399,100.0,100.0,99.2711,76.5448,100.0,100.0,74.7124,100.0
18.59,100.0,100.0,100.0,100.0,99.8574,100.0,99.5655,98.2487,33.2545,84.3256,87.6476,58.7674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.7198,98.9586,59.0204,90.013,100.0,100.0,100.0,100.0,98.7007,92.7634,88.9791,87.9924,100.0,100.0,99.2619,76.5036,100.0,100.0,74.4584,100.0
18.655,100.0,100.0,100.0,100.0,99.8561,100.0,99.5639,98.1893,33.2111,84.3116,87.5763,58.7049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5395,98.9232,58.9377,89.9601,100.0,100.0,100.0,100.0,98.6726,92.5162,88.9298,87.9453,100.0,100.0,99.2527,76.463,100.0,100.0,74.2055,100.0
18.72,100.0,100.0,100.0,100.0,99.8549,100.0,99.5622,98.1235,33.1682,84.2974,87.505,58.6426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3425,98.8841,58.8553,89.9074,100.0,100.0,100.0,100.0,98.6444,92.2462,88.8806,87.8985,100.0,100.0,99.2433,76.4225,100.0,100.0,73.9517,100.0
18.785,100.0,100.0,100.0,100.0,99.8537,100.0,99.5605,98.0634,33.1243,84.283,87.4341,58.5806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1398,98.8484,58.7734,89.8548,100.0,100.0,100.0,100.0,98.6162,91.9684,88.8317,87.8521,100.0,100.0,99.234,76.3821,100.0,100.0,73.7021,100.0
18.85,100.0,100.0,100.0,100.0,99.8524,100.0,99.5588,98.0061,33.0813,84.2684,87.363,58.5187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9483,98.8143,58.6919,89.8028,100.0,100.0,100.0,100.0,98.588,91.706,88.783,87.8062,100.0,100.0,99.2246,76.3419,100.0,100.0,73.4481,100.0
18.915,100.0,100.0,100.0,100.0,99.8511,100.0,99.5571,97.9474,33.0385,84.254,87.2915,58.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7562,98.7794,58.6107,89.7517,100.0,100.0,100.0,100.0,98.5595,91.4427,88.7348,87.7608,100.0,100.0,99.2143,76.3023,100.0,100.0,73.1965,100.0
18.98,100.0,100.0,100.0,100.0,99.8498,100.0,99.5554,97.8867,32.9968,84.2394,87.2195,58.3955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5595,98.7433,58.5298,89.701,100.0,100.0,100.0,100.0,98.531,91.1731,88.6869,87.7158,100.0,100.0,99.2035,76.263,100.0,100.0,72.9479,100.0
19.045,100.0,100.0,100.0,100.0,99.8485,100.0,99.5537,97.8278,32.9552,84.225,87.1477,58.3343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3558,98.7083,58.4493,89.6508,100.0,100.0,100.0,100.0,98.5023,90.8939,88.6394,87.6713,100.0,100.0,99.1923,76.2241,100.0,100.0,72.6945,100.0
19.11,100.0,100.0,100.0,100.0,99.8472,100.0,99.552,97.7702,32.913,84.2109,87.076,58.2733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1407,98.674,58.3693,89.6011,100.0,100.0,100.0,100.0,98.4734,90.5991,88.5923,87.6273,100.0,100.0,99.1809,76.1854,100.0,100.0,72.4402,100.0
19.175,100.0,100.0,100.0,100.0,99.8459,100.0,99.5503,97.711,32.8709,84.1967,87.0041,58.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.928,98.6388,58.2894,89.5515,100.0,100.0,100.0,100.0,98.4443,90.3076,88.5456,87.5838,100.0,100.0,99.1691,76.1472,100.0,100.0,72.1918,100.0
19.24,100.0,100.0,100.0,100.0,99.8446,100.0,99.5486,97.6495,32.8295,84.1826,86.9321,58.1518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.7319,98.6023,58.2099,89.5019,100.0,100.0,100.0,100.0,98.4151,90.0389,88.4993,87.541,100.0,100.0,99.1575,76.1093,100.0,100.0,71.9375,100.0
19.305,100.0,100.0,100.0,100.0,99.8433,100.0,99.5469,97.5867,32.7883,84.1686,86.8601,58.0914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.5306,98.565,58.1307,89.4523,100.0,100.0,100.0,100.0,98.3857,89.7629,88.4534,87.4986,100.0,100.0,99.1456,76.0717,100.0,100.0,71.6881,100.0
19.37,100.0,100.0,100.0,100.0,99.842,100.0,99.5451,97.5168,32.7462,84.1547,86.7875,58.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.3155,98.5234,58.0518,89.4026,100.0,100.0,100.0,100.0,98.3561,89.4681,88.4082,87.4567,100.0,100.0,99.1338,76.0342,100.0,100.0,71.4361,100.0
19.435,100.0,100.0,100.0,100.0,99.8406,100.0,99.5434,97.4486,32.705,84.1408,86.715,57.9711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0968,98.4828,57.9731,89.353,100.0,100.0,100.0,100.0,98.3266,89.1684,88.3636,87.4154,100.0,100.0,99.1218,75.9971,100.0,100.0,71.186,100.0
19.5,100.0,100.0,100.0,100.0,99.8393,100.0,99.5417,97.3858,32.6638,84.1267,86.642,57.9112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8684,98.4455,57.8946,89.3039,100.0,100.0,100.0,100.0,98.2968,88.8554,88.3195,87.3746,100.0,100.0,99.1098,75.9604,100.0,100.0,70.9358,100.0
19.565,100.0,100.0,100.0,100.0,99.8379,100.0,99.54,97.3233,32.6223,84.1126,86.5691,57.8517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6528,98.4083,57.8166,89.2553,100.0,100.0,100.0,100.0,98.2668,88.5598,88.2761,87.3345,100.0,100.0,99.098,75.9239,100.0,100.0,70.6826,100.0
19.63,100.0,100.0,100.0,100.0,99.8366,100.0,99.5383,97.2577,32.5804,84.0986,86.4961,57.7922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.437,98.3693,57.7388,89.2066,100.0,100.0,100.0,100.0,98.2369,88.2642,88.2333,87.295,100.0,100.0,99.0862,75.8877,100.0,100.0,70.4333,100.0
19.695,100.0,100.0,100.0,100.0,99.8352,100.0,99.5366,97.1902,32.5384,84.0846,86.4228,57.733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.2286,98.3291,57.6613,89.1585,100.0,100.0,100.0,100.0,98.2067,87.9785,88.1911,87.256,100.0,100.0,99.0745,75.8518,100.0,100.0,70.1812,100.0
19.76,100.0,100.0,100.0,100.0,99.8339,100.0,99.5348,97.1217,32.4965,84.0706,86.3495,57.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0114,98.2884,57.584,89.1107,100.0,100.0,100.0,100.0,98.1765,87.6808,88.1495,87.2175,100.0,100.0,99.063,75.8162,100.0,100.0,69.9298,100.0
19.825,100.0,100.0,100.0,100.0,99.8325,100.0,99.5331,97.0562,32.4553,84.0565,86.2765,57.6151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.7963,98.2495,57.5069,89.0636,100.0,100.0,100.0,100.0,98.1461,87.386,88.1086,87.1795,100.0,100.0,99.0509,75.7806,100.0,100.0,69.6775,100.0
19.89,100.0,100.0,100.0,100.0,99.8311,100.0,99.5314,96.9913,32.4143,84.0424,86.2038,57.5564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5642,98.2109,57.43,89.0174,100.0,100.0,100.0,100.0,98.1155,87.0679,88.0683,87.1422,100.0,100.0,99.0384,75.7451,100.0,100.0,69.4228,100.0
19.955,100.0,100.0,100.0,100.0,99.8297,100.0,99.5297,96.9245,32.3733,84.0283,86.1307,57.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.3458,98.1711,57.3534,88.9721,100.0,100.0,100.0,100.0,98.0847,86.7686,88.0287,87.1054,100.0,100.0,99.0258,75.7096,100.0,100.0,69.168,100.0
20.02,100.0,100.0,100.0,100.0,99.8282,100.0,99.528,96.8579,32.3322,84.014,86.0571,57.4397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1279,98.1316,57.277,88.9275,100.0,100.0,100.0,100.0,98.0537,86.47,87.9898,87.069,100.0,100.0,99.0129,75.6743,100.0,100.0,68.9134,100.0
20.085,100.0,100.0,100.0,100.0,99.8268,100.0,99.5262,96.7922,32.2913,83.9994,85.9832,57.3817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9021,98.0925,57.201,88.8834,100.0,100.0,100.0,100.0,98.0223,86.1604,87.9513,87.0332,100.0,100.0,98.9992,75.6392,100.0,100.0,68.6548,100.0
20.15,100.0,100.0,100.0,100.0,99.8254,100.0,99.5244,96.7222,32.2501,83.9851,85.9087,57.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6675,98.0509,57.1252,88.84,100.0,100.0,100.0,100.0,97.991,85.8389,87.9135,86.9978,100.0,100.0,98.9866,75.6045,100.0,100.0,68.3882,100.0
20.215,100.0,100.0,100.0,100.0,99.8239,100.0,99.5226,96.646,32.2093,83.9708,85.8342,57.2665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4392,98.0056,57.0497,88.7973,100.0,100.0,100.0,100.0,97.9595,85.526,87.8761,86.9628,100.0,100.0,98.9748,75.5702,100.0,100.0,68.1275,100.0
20.28,100.0,100.0,100.0,100.0,99.8225,100.0,99.5208,96.5773,32.1685,83.9566,85.7601,57.2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.2032,97.9647,56.9743,88.7554,100.0,100.0,100.0,99.9999,97.928,85.2027,87.8391,86.9281,100.0,100.0,98.9634,75.536,100.0,100.0,67.8604,100.0
20.345,100.0,100.0,100.0,100.0,99.821,100.0,99.519,96.5092,32.1286,83.9423,85.6853,57.1522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9762,97.9242,56.8992,88.7142,100.0,100.0,100.0,99.9999,97.8966,84.8915,87.8029,86.8941,100.0,100.0,98.9522,75.5019,100.0,100.0,67.5878,100.0
20.41,100.0,100.0,100.0,100.0,99.8195,100.0,99.5173,96.432,32.0884,83.9281,85.6105,57.0954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.755,97.8783,56.8244,88.6743,100.0,100.0,100.0,99.9999,97.8651,84.5883,87.7675,86.8607,100.0,100.0,98.9412,75.4672,100.0,100.0,67.3162,100.0
20.475,100.0,100.0,100.0,100.0,99.8181,100.0,99.5155,96.356,32.0483,83.9136,85.5355,57.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5286,97.8331,56.7499,88.6356,100.0,100.0,100.0,99.9999,97.8338,84.2781,87.7332,86.8283,100.0,100.0,98.93,75.4324,100.0,100.0,67.0432,100.0
20.54,100.0,100.0,100.0,100.0,99.8166,100.0,99.5138,96.2855,32.008,83.8991,85.4607,56.9823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3081,97.7912,56.6755,88.5986,100.0,100.0,100.0,99.9999,97.8025,83.9758,87.7002,86.7969,100.0,100.0,98.9189,75.3979,100.0,100.0,66.7669,100.0
20.605,100.0,100.0,100.0,100.0,99.8151,100.0,99.512,96.2166,31.9689,83.8848,85.3865,56.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0844,97.7502,56.6012,88.5632,100.0,100.0,100.0,99.9999,97.7712,83.6693,87.668,86.7662,100.0,100.0,98.9079,75.3636,100.0,100.0,66.4855,100.0
20.67,100.0,100.0,100.0,100.0,99.8136,100.0,99.5103,96.1483,31.9295,83.8703,85.3123,56.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.8528,97.7096,56.5274,88.5291,100.0,100.0,100.0,99.9999,97.7398,83.3518,87.6365,86.736,100.0,100.0,98.8971,75.3296,100.0,100.0,66.2029,100.0
20.735,100.0,100.0,100.0,100.0,99.8121,100.0,99.5085,96.0792,31.8893,83.8557,85.2378,56.8142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5968,97.6685,56.4537,88.4959,100.0,100.0,100.0,99.9999,97.7083,83.001,87.6055,86.7062,100.0,100.0,98.8863,75.2955,100.0,100.0,65.9242,100.0
20.8,100.0,100.0,100.0,100.0,99.8105,100.0,99.5068,96.0058,31.8494,83.841,85.1633,56.7586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.355,97.6249,56.3805,88.4632,100.0,100.0,100.0,99.9999,97.6767,82.6696,87.5752,86.6767,100.0,100.0,98.8753,75.2614,100.0,100.0,65.64,100.0
20.865,100.0,100.0,100.0,100.0,99.809,100.0,99.5049,95.93,31.8098,83.8263,85.0886,56.7033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1135,97.5798,56.3076,88.4314,100.0,100.0,100.0,99.9999,97.6451,82.3386,87.5454,86.6476,100.0,100.0,98.8642,75.227,100.0,100.0,65.3547,100.0
20.93,100.0,100.0,100.0,100.0,99.8075,100.0,99.5031,95.8563,31.7707,83.8118,85.014,56.6481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8805,97.536,56.2349,88.4002,100.0,100.0,100.0,99.9999,97.6136,82.0193,87.516,86.6188,100.0,100.0,98.8528,75.1928,100.0,100.0,65.0692,100.0
