0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
Scan Type:,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose,Depth Dose
Radiation Type:,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons,Photons
Energy:,10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF),10 MV (FFF)
Fieldsize:,5 x 5 mm,5 x 5 mm,10 x 10 mm,10 x 10 mm,20 x 20 mm,20 x 20 mm,30 x 30 mm,30 x 30 mm,40 x 40 mm,40 x 40 mm,60 x 60 mm,60 x 60 mm,80 x 80 mm,80 x 80 mm,80 x 80 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,100 x 100 mm,120 x 120 mm,120 x 120 mm,120 x 120 mm,140 x 140 mm,140 x 140 mm,150 x 150 mm,150 x 150 mm,150 x 150 mm,220 x 220 mm,220 x 220 mm,300 x 220 mm,300 x 220 mm
Depth:,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,-0.5 mm,60.0 mm,350.0 mm,-0.5 mm,-0.5 mm,60.0 mm,350.0 mm,-0.5 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,-0.5 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm,60.0 mm,350.0 mm
,Color [SlateBlue],Color [MediumVioletRed],Color [Orange],Color [Teal],Color [Blue],Color [DeepPink],Color [Gold],Color [ForestGreen],Color [CornflowerBlue],Color [Brown],Color [DarkOrange],Color [DarkOliveGreen],Color [CornflowerBlue],Color [DarkTurquoise],Color [DarkRed],Color [ForestGreen],Color [Brown],Color [DarkOrchid],Color [DarkGreen],Color [DarkOliveGreen],Color [DarkGoldenrod],Color [DarkBlue],Color [Blue],Color [DeepPink],Color [Gold],Color [DarkCyan],Color [DarkMagenta],Color [Orange],Color [Teal],Color [SlateBlue],Color [MediumVioletRed]
Coordinate [mm]:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,,19,,26,,30.8,,32.5,,33.7,,35.7,37.1,,37.2,38.3,38.3,,38.4,39.3,,39.4,,75.5,40.6,,40.7,,79.6,,80.8
221,,18.9,,25.9,,30.6,,32.4,,33.6,,35.5,37,,37,38.2,38.2,,38.3,39.2,,39.3,,75.2,40.4,,40.5,,79.3,,80.4
222,,18.8,,25.8,,30.5,,32.2,,33.4,,35.2,36.8,,36.9,38,38,,38.1,39,,39.1,,74.9,40.1,,40.3,,79,,80
223,,18.7,,25.6,,30.3,,32,,33.3,,35.1,36.6,,36.7,37.8,37.8,,37.9,38.8,,38.9,,74.5,39.9,,40,,78.6,,79.6
224,,18.6,,25.5,,30.1,,31.9,,33.1,,34.9,36.4,,36.5,37.6,37.6,,37.8,38.6,,38.6,,74.1,39.7,,39.8,,78.2,,79.2
225,,18.5,,25.3,,30,,31.7,,32.9,,34.7,36.2,,36.3,37.4,37.4,,37.5,38.5,,38.5,,73.8,39.6,,39.7,,77.9,,78.8
226,,18.4,,25.1,,29.8,,31.6,,32.8,,34.6,36,,36.1,37.2,37.2,,37.3,38.3,,38.4,,73.5,39.4,,39.5,,77.6,,78.4
227,,18.3,,25,,29.7,,31.4,,32.6,,34.4,35.7,,35.9,37.1,37.1,,37.1,38.1,,38.2,,73.2,39.2,,39.3,,77.2,,78.1
228,,18.2,,24.9,,29.5,,31.3,,32.4,,34.3,35.6,,35.6,36.9,36.9,,37,37.9,,38,,72.9,39,,39.2,,76.8,,77.8
229,,18.1,,24.8,,29.3,,31.1,,32.3,,34.1,35.5,,35.5,36.7,36.7,,36.8,37.7,,37.8,,72.6,38.8,,38.9,,76.4,,77.4
230,,18,,24.6,,29.2,,30.9,,32.1,,33.9,35.3,,35.4,36.5,36.5,,36.6,37.5,,37.6,,72.2,38.6,,38.7,,76.1,,76.9
231,,17.9,,24.5,,29.1,,30.7,,31.9,,33.7,35.2,,35.3,36.3,36.3,,36.4,37.3,,37.4,,71.8,38.5,,38.6,,75.7,,76.7
232,,17.8,,24.4,,28.9,,30.5,,31.8,,33.5,35,,35.1,36.2,36.2,,36.3,37.2,,37.3,,71.4,38.3,,38.4,,75.3,,76.5
233,,17.8,,24.3,,28.8,,30.4,,31.6,,33.4,34.8,,34.9,36,36,,36.1,37,,37.1,,71,38.1,,38.2,,75.1,,76.1
234,,17.7,,24.2,,28.6,,30.3,,31.4,,33.2,34.6,,34.7,35.8,35.8,,35.9,36.8,,36.9,,70.6,37.9,,38,,74.8,,75.7
235,,17.5,,24,,28.5,,30.1,,31.3,,33,34.4,,34.5,35.6,35.6,,35.7,36.6,,36.7,,70.3,37.8,,37.8,,74.4,,75.4
236,,17.4,,23.9,,28.3,,30,,31.1,,32.9,34.2,,34.3,35.4,35.4,,35.5,36.4,,36.5,,70.1,37.6,,37.7,,74.1,,75.1
237,,17.3,,23.8,,28.2,,29.8,,31,,32.7,34.1,,34.2,35.3,35.3,,35.4,36.2,,36.3,,69.7,37.3,,37.5,,73.8,,74.8
238,,17.2,,23.6,,28,,29.6,,30.8,,32.6,33.9,,34,35.1,35.1,,35.2,36,,36.1,,69.4,37.1,,37.2,,73.4,,74.5
239,,17.2,,23.5,,27.9,,29.5,,30.6,,32.4,33.7,,33.8,34.9,34.9,,35,35.9,,35.9,,69.1,37,,37.1,,73,,74.1
240,,17.1,,23.4,,27.7,,29.3,,30.5,,32.2,33.5,,33.6,34.7,34.7,,34.8,35.7,,35.8,,68.8,36.8,,36.9,,72.6,,73.7
241,,17,,23.3,,27.6,,29.2,,30.3,,32,33.4,,33.4,34.5,34.5,,34.6,35.6,,35.7,,68.4,36.6,,36.7,,72.2,,73.3
242,,16.9,,23.1,,27.5,,29,,30.1,,31.8,33.2,,33.3,34.3,34.3,,34.5,35.4,,35.5,,67.9,36.5,,36.6,,71.8,,73
243,,16.8,,23,,27.3,,28.9,,30,,31.7,33.1,,33.2,34.1,34.1,,34.2,35.2,,35.3,,67.7,36.3,,36.4,,71.5,,72.6
244,,16.7,,22.9,,27.2,,28.8,,29.9,,31.5,32.9,,33,33.9,33.9,,34,35.1,,35.1,,67.4,36.2,,36.2,,71.2,,72.2
245,,16.6,,22.8,,27,,28.6,,29.7,,31.4,32.7,,32.8,33.8,33.8,,33.9,34.9,,35,,67.1,36,,36.1,,70.8,,71.9
246,,16.5,,22.7,,26.9,,28.4,,29.6,,31.2,32.6,,32.6,33.7,33.7,,33.7,34.7,,34.8,,66.8,35.8,,35.9,,70.5,,71.6
247,,16.4,,22.5,,26.7,,28.3,,29.4,,31,32.4,,32.5,33.5,33.5,,33.6,34.5,,34.6,,66.5,35.5,,35.7,,70.2,,71.3
248,,16.4,,22.4,,26.6,,28.1,,29.2,,30.8,32.3,,32.4,33.4,33.4,,33.4,34.4,,34.5,,66.1,35.3,,35.4,,69.9,,71
249,,16.2,,22.3,,26.5,,28,,29.1,,30.7,32.1,,32.2,33.2,33.2,,33.3,34.3,,34.3,,65.8,35.2,,35.3,,69.6,,70.7
250,,16.1,,22.1,,26.4,,27.9,,29,,30.6,31.9,,32,33,33,,33.1,34.1,,34.2,,65.5,35,,35.1,,69.3,,70.4
251,,16.1,,22,,26.2,,27.7,,28.8,,30.4,31.8,,31.9,32.9,32.9,,33,33.9,,34,,65.2,34.9,,35,,69,,70.1
252,,16,,21.9,,26.1,,27.5,,28.6,,30.3,31.6,,31.7,32.8,32.8,,32.8,33.7,,33.8,,64.9,34.7,,34.8,,68.7,,69.7
253,,15.9,,21.8,,25.9,,27.4,,28.5,,30.1,31.5,,31.6,32.6,32.6,,32.7,33.5,,33.6,,64.6,34.5,,34.6,,68.4,,69.3
254,,15.8,,21.8,,25.8,,27.3,,28.3,,30,31.4,,31.4,32.4,32.4,,32.5,33.3,,33.4,,64.3,34.4,,34.4,,68,,68.9
255,,15.8,,21.6,,25.7,,27.2,,28.2,,29.8,31.2,,31.3,32.2,32.2,,32.3,33.2,,33.3,,63.9,34.2,,34.3,,67.8,,68.6
256,,15.7,,21.5,,25.5,,27,,28.1,,29.7,31,,31.1,32.1,32.1,,32.1,33,,33.1,,63.6,34.1,,34.1,,67.5,,68.4
257,,15.6,,21.4,,25.4,,26.9,,27.9,,29.5,30.8,,30.9,31.9,31.9,,32,32.9,,33,,63.3,34,,34.1,,67.2,,68.1
258,,15.5,,21.3,,25.2,,26.7,,27.8,,29.4,30.6,,30.7,31.8,31.8,,31.9,32.7,,32.8,,63,33.9,,34,,66.8,,67.9
259,,15.5,,21.2,,25.1,,26.6,,27.7,,29.2,30.5,,30.6,31.6,31.6,,31.7,32.6,,32.6,,62.8,33.7,,33.8,,66.5,,67.5
260,,15.4,,21,,25,,26.5,,27.5,,29,30.4,,30.5,31.4,31.4,,31.5,32.4,,32.5,,62.5,33.5,,33.6,,66.2,,67.1
261,,15.3,,21,,24.9,,26.3,,27.4,,28.9,30.3,,30.3,31.3,31.3,,31.4,32.3,,32.4,,62.2,33.3,,33.4,,65.9,,66.9
262,,15.2,,20.9,,24.7,,26.2,,27.3,,28.8,30.1,,30.2,31.1,31.1,,31.2,32.1,,32.2,,61.9,33.2,,33.2,,65.6,,66.7
263,,15.1,,20.7,,24.6,,26,,27.1,,28.7,29.9,,30,30.9,30.9,,31,31.9,,32,,61.6,33,,33.1,,65.3,,66.3
264,,15,,20.6,,24.5,,25.9,,27,,28.5,29.8,,29.8,30.8,30.8,,30.8,31.7,,31.8,,61.3,32.8,,32.9,,64.9,,66
265,,14.9,,20.5,,24.4,,25.8,,26.8,,28.4,29.7,,29.7,30.7,30.7,,30.8,31.6,,31.6,,60.9,32.7,,32.8,,64.7,,65.6
266,,14.8,,20.4,,24.3,,25.7,,26.7,,28.2,29.5,,29.6,30.6,30.6,,30.7,31.4,,31.5,,60.6,32.5,,32.6,,64.4,,65.3
267,,14.8,,20.3,,24.1,,25.6,,26.6,,28.1,29.4,,29.5,30.4,30.4,,30.5,31.3,,31.4,,60.3,32.3,,32.4,,64,,65
268,,14.7,,20.2,,24,,25.5,,26.4,,27.9,29.2,,29.3,30.2,30.2,,30.3,31.2,,31.3,,60.1,32.2,,32.3,,63.6,,64.8
269,,14.6,,20.1,,23.9,,25.3,,26.3,,27.8,29,,29.1,30.1,30.1,,30.2,31,,31.1,,59.8,32.1,,32.2,,63.3,,64.4
270,,14.5,,20,,23.8,,25.1,,26.2,,27.7,28.9,,29,30,30,,30,30.9,,31,,59.5,32,,32,,63.1,,64.1
271,,14.5,,19.9,,23.6,,25,,26.1,,27.5,28.7,,28.8,29.8,29.8,,29.9,30.7,,30.8,,59.3,31.8,,31.9,,62.8,,63.8
272,,14.4,,19.8,,23.5,,24.9,,25.9,,27.3,28.6,,28.6,29.7,29.7,,29.8,30.6,,30.7,,59,31.6,,31.7,,62.6,,63.6
273,,14.3,,19.7,,23.4,,24.8,,25.8,,27.2,28.5,,28.5,29.5,29.5,,29.6,30.4,,30.5,,58.7,31.5,,31.6,,62.3,,63.3
274,,14.2,,19.6,,23.2,,24.7,,25.6,,27.1,28.4,,28.5,29.4,29.4,,29.5,30.2,,30.3,,58.3,31.3,,31.4,,62,,63.1
275,,14.2,,19.5,,23.1,,24.5,,25.5,,27,28.2,,28.3,29.2,29.2,,29.3,30.1,,30.2,,58.1,31.2,,31.2,,61.7,,62.7
276,,14.1,,19.4,,23.1,,24.4,,25.4,,26.8,28,,28.1,29.1,29.1,,29.2,30,,30.1,,57.9,31,,31.1,,61.4,,62.4
277,,14,,19.3,,22.9,,24.2,,25.2,,26.7,27.9,,27.9,28.9,28.9,,29,29.8,,29.9,,57.6,30.9,,31,,61.1,,62.1
278,,13.9,,19.2,,22.8,,24.1,,25.1,,26.5,27.8,,27.8,28.8,28.8,,28.9,29.7,,29.8,,57.3,30.8,,30.8,,60.9,,61.9
279,,13.8,,19.1,,22.7,,24,,25,,26.4,27.7,,27.7,28.7,28.7,,28.8,29.5,,29.6,,57,30.6,,30.7,,60.6,,61.6
280,,13.8,,19.1,,22.5,,23.9,,24.8,,26.3,27.6,,27.6,28.5,28.5,,28.6,29.3,,29.4,,56.7,30.5,,30.6,,60.3,,61.3
281,,13.7,,18.9,,22.4,,23.8,,24.7,,26.2,27.4,,27.5,28.4,28.4,,28.5,29.2,,29.3,,56.5,30.3,,30.4,,60,,61
282,,13.7,,18.8,,22.3,,23.7,,24.6,,26.1,27.3,,27.4,28.2,28.2,,28.3,29.1,,29.2,,56.2,30.2,,30.3,,59.7,,60.8
283,,13.6,,18.7,,22.2,,23.6,,24.5,,26,27.2,,27.3,28.1,28.1,,28.2,29,,29.1,,55.9,30.1,,30.1,,59.4,,60.5
284,,13.5,,18.6,,22.1,,23.4,,24.4,,25.8,27,,27.1,28,28,,28.1,28.9,,28.9,,55.6,29.9,,30,,59.2,,60.2
285,,13.4,,18.5,,22,,23.3,,24.2,,25.7,26.8,,26.9,27.8,27.8,,27.9,28.7,,28.8,,55.3,29.7,,29.8,,58.9,,60
286,,13.3,,18.5,,21.9,,23.1,,24.1,,25.6,26.7,,26.7,27.7,27.7,,27.8,28.6,,28.7,,55.1,29.6,,29.6,,58.6,,59.7
287,,13.3,,18.4,,21.8,,23.1,,24,,25.4,26.6,,26.6,27.6,27.6,,27.6,28.5,,28.5,,54.9,29.5,,29.5,,58.3,,59.4
288,,13.2,,18.3,,21.7,,23,,23.9,,25.2,26.4,,26.5,27.5,27.5,,27.5,28.3,,28.4,,54.6,29.3,,29.4,,58,,59.1
289,,13.1,,18.2,,21.6,,22.9,,23.8,,25.1,26.3,,26.4,27.3,27.3,,27.4,28.2,,28.3,,54.3,29.2,,29.3,,57.8,,58.8
290,,13.1,,18.1,,21.5,,22.7,,23.7,,25,26.2,,26.3,27.2,27.2,,27.3,28.1,,28.2,,54,29.1,,29.1,,57.5,,58.5
291,,13,,18,,21.4,,22.6,,23.5,,24.9,26.1,,26.1,27.1,27.1,,27.2,27.9,,28,,53.8,28.9,,29,,57.3,,58.3
292,,12.9,,17.8,,21.2,,22.5,,23.4,,24.8,25.9,,26,26.9,26.9,,27,27.8,,27.8,,53.6,28.8,,28.9,,57,,58.1
293,,12.9,,17.8,,21.1,,22.4,,23.3,,24.7,25.8,,25.9,26.8,26.8,,26.9,27.6,,27.7,,53.4,28.7,,28.7,,56.8,,57.8
294,,12.8,,17.7,,21,,22.3,,23.2,,24.5,25.7,,25.8,26.7,26.7,,26.7,27.5,,27.6,,53.1,28.5,,28.6,,56.5,,57.5
295,,12.7,,17.6,,20.9,,22.2,,23.1,,24.4,25.6,,25.6,26.5,26.5,,26.6,27.4,,27.4,,52.8,28.3,,28.4,,56.2,,57.3
296,,12.6,,17.5,,20.8,,22,,22.9,,24.3,25.5,,25.5,26.4,26.4,,26.5,27.2,,27.3,,52.6,28.2,,28.3,,55.9,,57.1
297,,12.6,,17.5,,20.7,,21.9,,22.8,,24.2,25.3,,25.4,26.3,26.3,,26.3,27.1,,27.2,,52.3,28.2,,28.2,,55.7,,56.9
298,,12.5,,17.4,,20.6,,21.8,,22.7,,24.1,25.2,,25.3,26.2,26.2,,26.2,27,,27,,52.1,28,,28.1,,55.5,,56.7
299,,12.4,,17.3,,20.5,,21.7,,22.6,,24,25.1,,25.2,26,26,,26.1,26.8,,26.9,,51.9,27.9,,28,,55.3,,56.3
300,,12.4,,17.2,,20.4,,21.6,,22.5,,23.9,25,,25.1,25.9,25.9,,26,26.7,,26.8,,51.6,27.7,,27.8,,55.1,,56
301,,12.3,,17.1,,20.3,,21.5,,22.4,,23.8,24.8,,24.9,25.8,25.8,,25.9,26.6,,26.7,,51.3,27.6,,27.7,,54.8,,55.7
302,,12.3,,17,,20.2,,21.4,,22.3,,23.6,24.7,,24.8,25.7,25.7,,25.7,26.5,,26.5,,51.1,27.4,,27.5,,54.5,,55.4
303,,12.2,,16.9,,20.1,,21.3,,22.2,,23.5,24.6,,24.7,25.6,25.6,,25.6,26.4,,26.4,,50.8,27.3,,27.4,,54.2,,55.2
304,,12.2,,16.9,,20,,21.2,,22.1,,23.3,24.5,,24.5,25.5,25.5,,25.5,26.2,,26.3,,50.6,27.2,,27.3,,54,,55
305,,12.1,,16.8,,19.9,,21.1,,21.9,,23.2,24.4,,24.4,25.3,25.3,,25.4,26.1,,26.2,,50.3,27.1,,27.1,,53.7,,54.7
306,,12,,16.7,,19.8,,21,,21.8,,23.1,24.2,,24.3,25.2,25.2,,25.2,26,,26,,50.1,26.9,,27,,53.4,,54.5
307,,12,,16.6,,19.7,,20.9,,21.7,,23,24.1,,24.1,25.1,25.1,,25.1,25.9,,25.9,,49.8,26.8,,26.9,,53.2,,54.2
308,,11.9,,16.5,,19.6,,20.7,,21.6,,22.9,24,,24,24.9,24.9,,25,25.7,,25.8,,49.6,26.7,,26.7,,52.9,,54
309,,11.9,,16.4,,19.5,,20.6,,21.5,,22.8,23.9,,23.9,24.8,24.8,,24.9,25.6,,25.7,,49.4,26.5,,26.6,,52.7,,53.7
310,,11.8,,16.3,,19.5,,20.6,,21.3,,22.7,23.8,,23.8,24.7,24.7,,24.7,25.5,,25.5,,49.2,26.4,,26.5,,52.5,,53.5
311,,11.7,,16.3,,19.3,,20.4,,21.2,,22.5,23.6,,23.7,24.6,24.6,,24.6,25.4,,25.4,,49,26.3,,26.4,,52.2,,53.2
312,,11.6,,16.2,,19.2,,20.3,,21.1,,22.4,23.5,,23.6,24.4,24.4,,24.5,25.3,,25.3,,48.7,26.2,,26.3,,52,,53
313,,11.6,,16.1,,19.1,,20.2,,21.1,,22.3,23.4,,23.5,24.3,24.3,,24.4,25.1,,25.2,,48.5,26,,26.1,,51.8,,52.8
314,,11.5,,16,,19,,20.1,,21,,22.2,23.3,,23.4,24.2,24.2,,24.2,25,,25.1,,48.3,25.9,,26,,51.6,,52.5
315,,11.5,,15.9,,19,,20,,20.9,,22.1,23.2,,23.3,24.1,24.1,,24.1,24.9,,25,,48.1,25.8,,25.9,,51.3,,52.2
316,,11.4,,15.9,,18.9,,20,,20.7,,22,23.1,,23.2,24,24,,24,24.8,,24.9,,47.8,25.7,,25.8,,51,,51.9
317,,11.4,,15.8,,18.8,,19.9,,20.7,,21.9,23,,23.1,23.9,23.9,,23.9,24.7,,24.7,,47.6,25.6,,25.6,,50.8,,51.8
318,,11.3,,15.7,,18.7,,19.8,,20.6,,21.8,22.9,,22.9,23.8,23.8,,23.8,24.5,,24.6,,47.5,25.4,,25.5,,50.5,,51.7
319,,11.3,,15.6,,18.6,,19.7,,20.5,,21.7,22.8,,22.8,23.7,23.7,,23.8,24.4,,24.5,,47.2,25.3,,25.4,,50.3,,51.4
320,,11.2,,15.6,,18.5,,19.6,,20.4,,21.6,22.6,,22.7,23.6,23.6,,23.7,24.3,,24.4,,47,25.2,,25.3,,50.1,,51.1
321,,11.1,,15.5,,18.4,,19.5,,20.3,,21.5,22.5,,22.6,23.5,23.5,,23.6,24.2,,24.2,,46.8,25.1,,25.1,,49.9,,50.9
322,,11.1,,15.5,,18.3,,19.4,,20.2,,21.4,22.4,,22.5,23.3,23.3,,23.4,24,,24.1,,46.5,25,,25,,49.7,,50.7
323,,11,,15.4,,18.2,,19.3,,20.1,,21.3,22.3,,22.4,23.2,23.2,,23.3,23.9,,24,,46.3,24.9,,24.9,,49.5,,50.5
324,,11,,15.3,,18.2,,19.2,,19.9,,21.2,22.2,,22.2,23.1,23.1,,23.1,23.8,,23.9,,46.1,24.7,,24.8,,49.3,,50.3
325,,10.9,,15.2,,18.1,,19.1,,19.8,,21.1,22.1,,22.2,23,23,,23,23.8,,23.8,,45.9,24.6,,24.7,,49,,49.9
326,,10.8,,15.1,,17.9,,19,,19.7,,21,22,,22.1,22.8,22.8,,22.9,23.7,,23.7,,45.7,24.4,,24.5,,48.7,,49.6
327,,10.8,,15,,17.9,,18.9,,19.6,,20.9,21.9,,21.9,22.7,22.7,,22.8,23.5,,23.6,,45.5,24.4,,24.4,,48.5,,49.4
328,,10.7,,15,,17.8,,18.8,,19.5,,20.8,21.8,,21.8,22.6,22.6,,22.6,23.4,,23.4,,45.3,24.3,,24.3,,48.3,,49.2
329,,10.6,,14.9,,17.7,,18.7,,19.4,,20.7,21.7,,21.7,22.5,22.5,,22.5,23.3,,23.4,,45,24.2,,24.2,,48.1,,49
330,,10.6,,14.9,,17.6,,18.6,,19.3,,20.6,21.6,,21.6,22.4,22.4,,22.4,23.2,,23.3,,44.8,24.1,,24.1,,47.9,,48.8
331,,10.5,,14.8,,17.5,,18.5,,19.3,,20.5,21.5,,21.5,22.3,22.3,,22.4,23.1,,23.2,,44.6,24,,24,,47.7,,48.5
332,,10.5,,14.7,,17.4,,18.4,,19.2,,20.4,21.4,,21.4,22.3,22.3,,22.3,23,,23,,44.4,23.9,,23.9,,47.5,,48.3
333,,10.4,,14.6,,17.3,,18.3,,19.1,,20.3,21.3,,21.4,22.2,22.2,,22.2,22.9,,22.9,,44.2,23.8,,23.8,,47.4,,48.2
334,,10.4,,14.5,,17.2,,18.3,,19,,20.2,21.2,,21.3,22,22,,22.1,22.8,,22.8,,44,23.7,,23.7,,47.3,,48.1
335,,10.3,,14.5,,17.2,,18.1,,18.9,,20.1,21.1,,21.1,21.9,21.9,,22,22.7,,22.7,,43.7,23.6,,23.6,,47,,47.9
336,,10.3,,14.4,,17.1,,18,,18.8,,20,21,,21,21.8,21.8,,21.9,22.6,,22.6,,43.5,23.4,,23.5,,46.8,,47.7
337,,10.3,,14.3,,17,,18,,18.7,,19.9,20.9,,20.9,21.7,21.7,,21.8,22.5,,22.5,,43.3,23.3,,23.4,,46.4,,47.4
338,,10.2,,14.3,,16.9,,17.9,,18.6,,19.8,20.8,,20.9,21.6,21.6,,21.7,22.4,,22.4,,43.1,23.2,,23.2,,46.1,,47.1
339,,10.2,,14.2,,16.8,,17.8,,18.5,,19.7,20.7,,20.8,21.5,21.5,,21.6,22.2,,22.3,,42.9,23.1,,23.1,,45.9,,46.9
340,,10.1,,14.1,,16.7,,17.8,,18.4,,19.6,20.6,,20.7,21.4,21.4,,21.5,22.2,,22.2,,42.8,23,,23,,45.8,,46.7
341,,10.1,,14,,16.7,,17.6,,18.4,,19.5,20.5,,20.5,21.3,21.3,,21.4,22.1,,22.1,,42.6,22.9,,23,,45.6,,46.5
342,,10,,14,,16.6,,17.5,,18.3,,19.4,20.4,,20.4,21.2,21.2,,21.3,22,,22.1,,42.4,22.8,,22.9,,45.4,,46.3
343,,10,,13.9,,16.5,,17.5,,18.2,,19.3,20.3,,20.3,21.2,21.2,,21.2,21.9,,22,,42.2,22.7,,22.8,,45.3,,46
344,,9.9,,13.8,,16.4,,17.4,,18.1,,19.2,20.2,,20.3,21.1,21.1,,21.1,21.8,,21.9,,42,22.6,,22.6,,45.1,,45.8
345,,9.9,,13.8,,16.3,,17.3,,18,,19.2,20.1,,20.2,21,21,,21,21.7,,21.7,,41.8,22.5,,22.6,,44.9,,45.6
346,,9.8,,13.7,,16.2,,17.2,,18,,19.1,20,,20,20.9,20.9,,21,21.6,,21.6,,41.6,22.4,,22.5,,44.7,,45.5
347,,9.8,,13.6,,16.2,,17.1,,17.9,,19,19.9,,20,20.8,20.8,,20.8,21.5,,21.5,,41.5,22.3,,22.4,,44.5,,45.2
348,,9.7,,13.6,,16.1,,17,,17.8,,18.9,19.8,,19.9,20.7,20.7,,20.7,21.3,,21.4,,41.4,22.2,,22.2,,44.2,,45
349,,9.6,,13.5,,16.1,,16.9,,17.7,,18.8,19.7,,19.8,,20.6,,20.6,21.2,,21.3,,41.1,22.1,,22.2,,44,,44.9
350,,9.6,,13.5,,16,,16.8,,17.6,,18.7,,,19.7,,,,20.5,,,21.1,,40.9,,,22.1,,43.8,,44.7
